Q1_gender,Q2_age,Q3_country,Q4_education,Q5_major,Q6_role,Q7_industry,Q8_experience,Q10_employer_uses_ml,Q17_primary_language,Q24_coding_experience,Q25_ml_experience,Q26_is_data_scientist,Q39_online_vs_trad,Q41_fairness_importance,Q43_bias_exploration,Q48_black_box_view,compensation_high
Non-binary/third gender,30-34,United States,Doctoral degree,Engineering,Machine Learning Engineer,Education/Research,1-2 years,I do not know,Python,10-20 years,3-5 years,Sort of,Much better,Important,0%,Somewhat,high
Male,22-24,Other,Some college/no degree,Engineering,Machine Learning Engineer,Other,5-10 years,I do not know,Python,5-10 years,1-2 years,No,Neither better nor worse,Somewhat Important,1-25%,No,high
Male,30-34,Other,Bachelor's degree,Natural Sciences,Data Scientist,Finance,15-20 years,No,JavaScript,3-5 years,< 1 year,No,Neither better nor worse,Important,0%,Somewhat,high
Male,22-24,United States,Bachelor's degree,Engineering,Data Scientist,Technology,15-20 years,Yes,SQL,3-5 years,3-5 years,Sort of,Neither better nor worse,Very Important,1-25%,Yes,high
Female,40-44,Other,Master's degree,Natural Sciences,Data Analyst,Healthcare,0-1 years,Yes,Python,1-2 years,3-5 years,No,Slightly worse,Very Important,75-100%,Somewhat,low
Male,30-34,United States,Bachelor's degree,Computer Science,Software Engineer,Education/Research,2-3 years,No,SQL,< 1 year,3-5 years,Sort of,Neither better nor worse,Very Important,25-49%,No,high
Female,22-24,United States,Professional degree,Computer Science,Data Analyst,Retail/E-Commerce,10-15 years,Yes,C/C++,3-5 years,3-5 years,No,Neither better nor worse,Very Important,50-74%,No,high
Male,50-54,Canada,Bachelor's degree,Mathematics/Statistics,Student,Technology,3-5 years,Yes,Java,1-2 years,5-10 years,Sort of,Neither better nor worse,Somewhat Important,1-25%,Somewhat,low
Male,30-34,Other,Master's degree,Business,Data Scientist,Education/Research,10-15 years,No,Python,3-5 years,1-2 years,No,Much better,Very Important,0%,Yes,high
Female,18-21,Germany,Bachelor's degree,Computer Science,Machine Learning Engineer,Technology,10-15 years,Yes,R,10-20 years,3-5 years,No,Much better,Important,0%,Yes,low
Male,30-34,China,Master's degree,Computer Science,Data Scientist,Government,3-5 years,Yes,SQL,1-2 years,3-5 years,Yes,Slightly better,Somewhat Important,0%,No,high
Male,25-29,India,Master's degree,Computer Science,Data Scientist,Technology,2-3 years,Yes,R,1-2 years,1-2 years,No,Neither better nor worse,Important,1-25%,Somewhat,low
Male,40-44,Other,Bachelor's degree,Mathematics/Statistics,Data Analyst,Retail/E-Commerce,3-5 years,Yes,R,20+ years,10-20 years,Yes,Much better,Very Important,1-25%,Yes,high
Prefer not to say,40-44,China,Bachelor's degree,Engineering,Student,Technology,5-10 years,No,Python,10-20 years,3-5 years,No,Neither better nor worse,Important,1-25%,No,low
Female,55-59,Canada,Master's degree,Social Sciences,Data Scientist,Technology,2-3 years,I do not know,Python,< 1 year,< 1 year,No,Slightly better,Important,1-25%,Somewhat,low
Male,30-34,United States,Professional degree,Computer Science,Research Scientist,Technology,5-10 years,No,Other,< 1 year,5-10 years,Yes,Neither better nor worse,Important,0%,Somewhat,high
Male,25-29,Germany,Bachelor's degree,Computer Science,Machine Learning Engineer,Technology,15-20 years,Yes,Python,5-10 years,10-20 years,No,Slightly better,Important,0%,No,high
Female,35-39,United Kingdom,Master's degree,Engineering,Software Engineer,Education/Research,2-3 years,We are exploring ML methods,Python,3-5 years,5-10 years,No,Slightly better,Important,1-25%,Somewhat,low
Male,22-24,China,Professional degree,Mathematics/Statistics,Data Analyst,Technology,20+ years,No,SQL,10-20 years,1-2 years,Sort of,Slightly better,Very Important,1-25%,No,high
Male,30-34,United Kingdom,Doctoral degree,Mathematics/Statistics,Business Analyst,Finance,5-10 years,We are exploring ML methods,Python,3-5 years,20+ years,No,Slightly worse,Somewhat Important,75-100%,Somewhat,high
Female,30-34,India,Professional degree,Computer Science,Data Analyst,Technology,10-15 years,We are exploring ML methods,Python,20+ years,< 1 year,No,Slightly better,Very Important,0%,No,high
Male,22-24,Canada,Some college/no degree,Business,Data Scientist,Retail/E-Commerce,0-1 years,Yes,Python,5-10 years,3-5 years,No,Much better,Important,25-49%,Somewhat,low
Male,25-29,China,Master's degree,Engineering,Research Scientist,Technology,1-2 years,We are exploring ML methods,R,< 1 year,< 1 year,No,Slightly worse,Somewhat Important,25-49%,No,low
Male,40-44,United States,Master's degree,Natural Sciences,Research Scientist,Finance,2-3 years,Yes,JavaScript,3-5 years,1-2 years,Sort of,Slightly better,Somewhat Important,0%,Yes,high
Female,40-44,United Kingdom,Bachelor's degree,Mathematics/Statistics,Data Scientist,Education/Research,2-3 years,Yes,SQL,5-10 years,10-20 years,Yes,Neither better nor worse,Important,50-74%,Yes,low
Non-binary/third gender,22-24,India,Master's degree,Computer Science,Data Scientist,Other,1-2 years,Yes,Python,1-2 years,5-10 years,No,Slightly worse,Somewhat Important,0%,No,low
Female,22-24,India,Doctoral degree,Social Sciences,Data Scientist,Government,10-15 years,Yes,Other,< 1 year,5-10 years,Yes,Neither better nor worse,Somewhat Important,75-100%,No,high
Male,25-29,Other,Master's degree,Social Sciences,Data Scientist,Government,2-3 years,No,Python,< 1 year,1-2 years,Sort of,Neither better nor worse,Important,0%,No,low
Female,40-44,United States,Master's degree,Engineering,Software Engineer,Technology,20+ years,We are exploring ML methods,Python,5-10 years,10-20 years,Sort of,Slightly better,Not Important,1-25%,Somewhat,high
Female,22-24,India,Doctoral degree,Mathematics/Statistics,Data Analyst,Retail/E-Commerce,3-5 years,No,Python,5-10 years,1-2 years,No,Neither better nor worse,Very Important,25-49%,Somewhat,low
Male,35-39,Russia,Bachelor's degree,Computer Science,Software Engineer,Healthcare,1-2 years,I do not know,Other,1-2 years,< 1 year,Yes,Much worse,Important,0%,No,low
Female,22-24,United States,Some college/no degree,Mathematics/Statistics,Student,Government,3-5 years,We are exploring ML methods,Python,5-10 years,3-5 years,Sort of,Slightly worse,Somewhat Important,0%,No,low
Male,30-34,United States,Master's degree,Engineering,Research Scientist,Technology,20+ years,No,R,5-10 years,1-2 years,Sort of,Neither better nor worse,Not Important,0%,Somewhat,high
Male,25-29,United States,Bachelor's degree,Social Sciences,Student,Other,3-5 years,Yes,Python,20+ years,< 1 year,Yes,Much better,Important,0%,No,low
Male,35-39,India,Doctoral degree,Computer Science,Data Analyst,Finance,0-1 years,I do not know,Python,10-20 years,10-20 years,No,Much worse,Important,1-25%,Somewhat,low
Male,25-29,China,Master's degree,Computer Science,Data Scientist,Education/Research,15-20 years,No,JavaScript,20+ years,3-5 years,Sort of,Slightly better,Very Important,50-74%,Somewhat,high
Male,30-34,Brazil,Doctoral degree,Computer Science,Data Analyst,Finance,1-2 years,I do not know,R,20+ years,10-20 years,No,Slightly better,Important,0%,Somewhat,low
Male,25-29,Canada,Master's degree,Computer Science,Student,Finance,5-10 years,No,SQL,3-5 years,3-5 years,No,Much better,Important,0%,Yes,low
Male,35-39,Other,Master's degree,Engineering,Data Scientist,Education/Research,3-5 years,Yes,Python,5-10 years,< 1 year,No,Slightly better,Not Important,0%,No,high
Male,40-44,United States,Doctoral degree,Computer Science,Data Scientist,Finance,2-3 years,Yes,SQL,3-5 years,< 1 year,No,Neither better nor worse,Very Important,0%,Somewhat,high
Male,22-24,United Kingdom,Master's degree,Natural Sciences,Software Engineer,Retail/E-Commerce,2-3 years,Yes,C/C++,5-10 years,10-20 years,No,Much better,Very Important,50-74%,Yes,low
Male,40-44,Brazil,Master's degree,Computer Science,Software Engineer,Education/Research,15-20 years,Yes,Python,1-2 years,< 1 year,No,Slightly better,Important,0%,Somewhat,high
Male,30-34,Other,Bachelor's degree,Natural Sciences,Software Engineer,Healthcare,15-20 years,I do not know,Python,5-10 years,3-5 years,No,Slightly better,Important,1-25%,No,high
Female,22-24,China,Some college/no degree,Mathematics/Statistics,Data Scientist,Technology,3-5 years,No,Other,< 1 year,1-2 years,Sort of,Slightly better,Very Important,0%,Somewhat,low
Male,25-29,United Kingdom,Bachelor's degree,Other,Software Engineer,Other,1-2 years,Yes,C/C++,3-5 years,3-5 years,Sort of,Neither better nor worse,Very Important,0%,No,low
Male,22-24,China,Doctoral degree,Other,Machine Learning Engineer,Education/Research,0-1 years,Yes,Python,1-2 years,1-2 years,Sort of,Neither better nor worse,No opinion,0%,No,low
Female,35-39,India,Master's degree,Social Sciences,Software Engineer,Technology,1-2 years,No,R,20+ years,< 1 year,No,Neither better nor worse,Important,0%,Somewhat,low
Male,35-39,China,Master's degree,Natural Sciences,Research Scientist,Healthcare,3-5 years,Yes,SQL,1-2 years,3-5 years,Sort of,Neither better nor worse,Very Important,0%,Somewhat,high
Male,22-24,United States,Some college/no degree,Engineering,Data Analyst,Technology,2-3 years,Yes,Python,10-20 years,1-2 years,Yes,Much better,Very Important,25-49%,No,low
Male,30-34,India,Bachelor's degree,Natural Sciences,Data Analyst,Technology,0-1 years,Yes,R,1-2 years,3-5 years,No,Neither better nor worse,Very Important,1-25%,No,low
Female,40-44,India,Master's degree,Other,Software Engineer,Education/Research,3-5 years,Yes,Other,5-10 years,5-10 years,No,Neither better nor worse,Important,1-25%,No,low
Male,50-54,United States,Doctoral degree,Computer Science,Data Analyst,Education/Research,5-10 years,We are exploring ML methods,JavaScript,3-5 years,3-5 years,Yes,Much better,Not Important,1-25%,Somewhat,high
Female,30-34,United States,Doctoral degree,Mathematics/Statistics,Data Scientist,Technology,10-15 years,We are exploring ML methods,C/C++,3-5 years,1-2 years,No,Slightly better,Not Important,0%,No,high
Male,50-54,United States,Master's degree,Computer Science,Data Analyst,Technology,3-5 years,No,Python,20+ years,5-10 years,Sort of,Much better,Important,0%,Somewhat,high
Female,30-34,Other,Master's degree,Mathematics/Statistics,Research Scientist,Other,5-10 years,Yes,Other,3-5 years,10-20 years,Sort of,Slightly better,Somewhat Important,0%,Somewhat,high
Female,25-29,Brazil,Doctoral degree,Engineering,Data Scientist,Technology,2-3 years,No,R,1-2 years,3-5 years,Yes,Slightly better,Somewhat Important,0%,No,low
Prefer not to say,40-44,Australia,Doctoral degree,Mathematics/Statistics,Software Engineer,Technology,3-5 years,Yes,Python,5-10 years,3-5 years,No,Much better,Important,50-74%,Yes,high
Male,30-34,India,Doctoral degree,Mathematics/Statistics,Data Scientist,Other,5-10 years,Yes,R,10-20 years,5-10 years,No,Much better,Important,0%,Somewhat,high
Male,25-29,Other,Master's degree,Other,Data Scientist,Technology,5-10 years,Yes,C/C++,20+ years,5-10 years,No,Much better,Very Important,1-25%,Yes,low
Male,30-34,Canada,Professional degree,Mathematics/Statistics,Software Engineer,Healthcare,3-5 years,Yes,Python,10-20 years,1-2 years,Sort of,Much better,Very Important,1-25%,Yes,high
Male,40-44,United States,Master's degree,Social Sciences,Other,Technology,3-5 years,Yes,Java,5-10 years,20+ years,No,Much better,Important,1-25%,Yes,high
Male,40-44,China,Bachelor's degree,Engineering,Software Engineer,Education/Research,15-20 years,No,JavaScript,3-5 years,< 1 year,Sort of,Neither better nor worse,Somewhat Important,25-49%,Yes,high
Female,25-29,China,Master's degree,Engineering,Data Analyst,Finance,5-10 years,Yes,Python,5-10 years,20+ years,No,Slightly better,Important,0%,Somewhat,low
Prefer not to say,25-29,United States,Bachelor's degree,Engineering,Machine Learning Engineer,Other,5-10 years,Yes,Java,5-10 years,1-2 years,Yes,Slightly worse,Very Important,1-25%,Yes,high
Male,30-34,Germany,Bachelor's degree,Computer Science,Research Scientist,Finance,5-10 years,No,JavaScript,1-2 years,1-2 years,No,Slightly worse,Very Important,25-49%,Yes,high
Male,30-34,Russia,Bachelor's degree,Engineering,Business Analyst,Education/Research,0-1 years,No,Python,5-10 years,5-10 years,No,Neither better nor worse,Important,1-25%,No,low
Male,25-29,United States,Bachelor's degree,Mathematics/Statistics,Student,Other,3-5 years,Yes,Python,1-2 years,1-2 years,Sort of,Much better,Somewhat Important,75-100%,Somewhat,low
Male,35-39,United States,Master's degree,Mathematics/Statistics,Student,Other,15-20 years,I do not know,Python,5-10 years,1-2 years,Yes,Slightly worse,Somewhat Important,1-25%,No,high
Male,30-34,United States,Bachelor's degree,Mathematics/Statistics,Other,Technology,2-3 years,No,Python,3-5 years,3-5 years,Yes,Slightly better,Somewhat Important,25-49%,No,low
Male,25-29,India,Bachelor's degree,Engineering,Software Engineer,Retail/E-Commerce,2-3 years,Yes,SQL,3-5 years,3-5 years,Sort of,Slightly better,Not Important,1-25%,No,low
Male,22-24,India,Bachelor's degree,Engineering,Research Scientist,Finance,5-10 years,We are exploring ML methods,Python,5-10 years,< 1 year,Yes,Neither better nor worse,Important,50-74%,Yes,high
Male,25-29,Other,Bachelor's degree,Mathematics/Statistics,Student,Education/Research,1-2 years,Yes,JavaScript,< 1 year,1-2 years,Sort of,Slightly better,Not Important,1-25%,No,low
Male,50-54,United States,Bachelor's degree,Computer Science,Research Scientist,Finance,3-5 years,No,Other,< 1 year,3-5 years,No,Neither better nor worse,Important,75-100%,Somewhat,high
Male,25-29,United Kingdom,Master's degree,Computer Science,Other,Finance,1-2 years,Yes,Python,1-2 years,1-2 years,Yes,Neither better nor worse,Very Important,0%,Somewhat,low
Male,22-24,India,Some college/no degree,Computer Science,Data Scientist,Technology,3-5 years,Yes,Python,1-2 years,3-5 years,No,Much better,Important,50-74%,Yes,low
Male,25-29,United States,Some college/no degree,Computer Science,Data Analyst,Education/Research,5-10 years,Yes,Python,1-2 years,< 1 year,No,Slightly better,Important,1-25%,No,high
Prefer not to say,25-29,United States,Some college/no degree,Computer Science,Other,Education/Research,2-3 years,No,Python,10-20 years,1-2 years,Yes,Much worse,Important,25-49%,No,low
Male,18-21,Other,Bachelor's degree,Computer Science,Software Engineer,Technology,2-3 years,Yes,Python,3-5 years,3-5 years,Yes,Neither better nor worse,Somewhat Important,0%,Somewhat,low
Male,25-29,India,Bachelor's degree,Computer Science,Machine Learning Engineer,Education/Research,1-2 years,We are exploring ML methods,Python,5-10 years,5-10 years,Yes,Slightly better,Somewhat Important,0%,Yes,low
Male,30-34,United States,Bachelor's degree,Mathematics/Statistics,Data Scientist,Other,2-3 years,No,Python,5-10 years,3-5 years,Yes,Neither better nor worse,Very Important,50-74%,Yes,high
Male,30-34,United States,Doctoral degree,Computer Science,Machine Learning Engineer,Healthcare,3-5 years,We are exploring ML methods,Python,10-20 years,< 1 year,No,Slightly better,Important,0%,Somewhat,high
Female,25-29,Russia,Bachelor's degree,Engineering,Business Analyst,Finance,1-2 years,Yes,Java,< 1 year,3-5 years,Sort of,Slightly worse,Important,25-49%,Somewhat,low
Male,25-29,Australia,Master's degree,Business,Software Engineer,Other,5-10 years,Yes,Python,10-20 years,5-10 years,Yes,Slightly better,Very Important,75-100%,No,high
Male,50-54,India,Bachelor's degree,Natural Sciences,Data Scientist,Education/Research,5-10 years,Yes,Python,20+ years,3-5 years,No,Slightly worse,Somewhat Important,0%,Yes,low
Male,25-29,India,Bachelor's degree,Engineering,Data Scientist,Technology,1-2 years,I do not know,R,1-2 years,3-5 years,Sort of,Much worse,Very Important,1-25%,Somewhat,low
Female,25-29,Other,Professional degree,Business,Student,Education/Research,0-1 years,Yes,Python,5-10 years,20+ years,No,Much worse,Not Important,0%,No,low
Female,25-29,China,Doctoral degree,Engineering,Machine Learning Engineer,Technology,0-1 years,We are exploring ML methods,Python,< 1 year,3-5 years,Sort of,Much better,Important,0%,Yes,low
Male,25-29,India,Doctoral degree,Computer Science,Data Scientist,Healthcare,3-5 years,Yes,R,< 1 year,5-10 years,Yes,Slightly worse,Very Important,1-25%,Somewhat,high
Male,35-39,United Kingdom,Master's degree,Other,Data Scientist,Other,1-2 years,We are exploring ML methods,R,3-5 years,3-5 years,Yes,Slightly better,Somewhat Important,0%,No,low
Male,22-24,Other,Some college/no degree,Social Sciences,Student,Finance,0-1 years,Yes,Python,10-20 years,1-2 years,Yes,Slightly better,Important,1-25%,Yes,low
Prefer not to say,35-39,India,Master's degree,Engineering,Student,Finance,2-3 years,No,Python,5-10 years,1-2 years,No,Much better,Very Important,75-100%,Somewhat,low
Male,18-21,Other,Some college/no degree,Mathematics/Statistics,Data Scientist,Finance,20+ years,We are exploring ML methods,Python,3-5 years,3-5 years,No,Neither better nor worse,Not Important,0%,No,high
Female,25-29,Canada,Bachelor's degree,Mathematics/Statistics,Software Engineer,Technology,5-10 years,We are exploring ML methods,Python,3-5 years,1-2 years,Sort of,Neither better nor worse,Important,50-74%,No,high
Male,35-39,Brazil,Master's degree,Computer Science,Student,Retail/E-Commerce,10-15 years,We are exploring ML methods,SQL,5-10 years,1-2 years,No,Neither better nor worse,Very Important,1-25%,Somewhat,high
